sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment
BW12	NA	NA	NA	1	NA	BW12	BishamWoods	0D
BW13	NA	NA	NA	1	NA	BW13	BishamWoods	0D
BW14	NA	NA	NA	1	NA	BW14	BishamWoods	0D
BW15	NA	NA	NA	1	NA	BW15	BishamWoods	0D
BW16	NA	NA	NA	1	NA	BW16	BishamWoods	0D
BW17	NA	NA	NA	1	NA	BW17	BishamWoods	0D
BW18	NA	NA	NA	1	NA	BW18	BishamWoods	0D
BW19	NA	NA	NA	1	NA	BW19	BishamWoods	0D
BW20	NA	NA	NA	1	NA	BW20	BishamWoods	0D
BW21	NA	NA	NA	1	NA	BW21	BishamWoods	0D
BW22	NA	NA	NA	1	NA	BW22	BishamWoods	0D
BW23	NA	NA	NA	1	NA	BW23	BishamWoods	0D
BW24	NA	NA	NA	1	NA	BW24	BishamWoods	0D
BWd01	NA	NA	NA	1	NA	BWd01	BeechWood	0D
BWd02	NA	NA	NA	1	NA	BWd02	BeechWood	0D
BWd03	NA	NA	NA	1	NA	BWd03	BeechWood	0D
BWd04	NA	NA	NA	1	NA	BWd04	BeechWood	0D
BWd05	NA	NA	NA	1	NA	BWd05	BeechWood	0D
BWd06	NA	NA	NA	1	NA	BWd06	BeechWood	0D
BWd07	NA	NA	NA	1	NA	BWd07	BeechWood	0D
CHE01	NA	NA	NA	1	NA	CHE01	KnightshayesCourt	0D
CHE02	NA	NA	NA	1	NA	CHE02	KnightshayesCourt	0D
CHE03	NA	NA	NA	1	NA	CHE03	KnightshayesCourt	0D
CHE05	NA	NA	NA	1	NA	CHE05	KnightshayesCourt	0D
CHE06	NA	NA	NA	1	NA	CHE06	KnightshayesCourt	0D
CHE07	NA	NA	NA	1	NA	CHE07	KnightshayesCourt	0D
CHE09	NA	NA	NA	1	NA	CHE09	KnightshayesCourt	0D
CHE10	NA	NA	NA	1	NA	CHE10	KnightshayesCourt	0D
CHE11	NA	NA	NA	1	NA	CHE11	KnightshayesCourt	0D
CHE12	NA	NA	NA	1	NA	CHE12	KnightshayesCourt	0D
CHE13	NA	NA	NA	1	NA	CHE13	KnightshayesCourt	0D
CHE14	NA	NA	NA	1	NA	CHE14	KnightshayesCourt	0D
HW01	NA	NA	NA	1	NA	HW01	HuntsWoods	0D
HW02	NA	NA	NA	1	NA	HW02	HuntsWoods	0D
HW03	NA	NA	NA	1	NA	HW03	HuntsWoods	0D
HW04	NA	NA	NA	1	NA	HW04	HuntsWoods	0D
HW05	NA	NA	NA	1	NA	HW05	HuntsWoods	0D
HW06	NA	NA	NA	1	NA	HW06	HuntsWoods	0D
HW07	NA	NA	NA	1	NA	HW07	HuntsWoods	0D
HW08	NA	NA	NA	1	NA	HW08	HuntsWoods	0D
HW09	NA	NA	NA	1	NA	HW09	HuntsWoods	0D
HW10	NA	NA	NA	1	NA	HW10	HuntsWoods	0D
HW11	NA	NA	NA	1	NA	HW11	HuntsWoods	0D
HW12	NA	NA	NA	1	NA	HW12	HuntsWoods	0D
HW13	NA	NA	NA	1	NA	HW13	HuntsWoods	0D
HW14	NA	NA	NA	1	NA	HW14	HuntsWoods	0D
HW15	NA	NA	NA	1	NA	HW15	HuntsWoods	0D
HW16	NA	NA	NA	1	NA	HW16	HuntsWoods	0D
LW01	NA	NA	NA	1	NA	LW01	LongWood	0D
LW02	NA	NA	NA	1	NA	LW02	LongWood	0D
LW03	NA	NA	NA	1	NA	LW03	LongWood	0D
LW04	NA	NA	NA	1	NA	LW04	LongWood	0D
LW05	NA	NA	NA	1	NA	LW05	LongWood	0D
LW06	NA	NA	NA	1	NA	LW06	LongWood	0D
LW07	NA	NA	NA	1	NA	LW07	LongWood	0D
LW08	NA	NA	NA	1	NA	LW08	LongWood	0D
LW09	NA	NA	NA	1	NA	LW09	LongWood	0D
LW10	NA	NA	NA	1	NA	LW10	LongWood	0D
LW11	NA	NA	NA	1	NA	LW11	LongWood	0D
LW12	NA	NA	NA	1	NA	LW12	LongWood	0D
OWW01	NA	NA	NA	1	NA	OWW01	OldWindsorWood	0D
OWW02	NA	NA	NA	1	NA	OWW02	OldWindsorWood	0D
OWW03	NA	NA	NA	1	NA	OWW03	OldWindsorWood	0D
OWW04	NA	NA	NA	1	NA	OWW04	OldWindsorWood	0D
OWW05	NA	NA	NA	1	NA	OWW05	OldWindsorWood	0D
OWW06	NA	NA	NA	1	NA	OWW06	OldWindsorWood	0D
OWW07	NA	NA	NA	1	NA	OWW07	OldWindsorWood	0D
OWW08	NA	NA	NA	1	NA	OWW08	OldWindsorWood	0D
OWW09	NA	NA	NA	1	NA	OWW09	OldWindsorWood	0D
OWW10	NA	NA	NA	1	NA	OWW10	OldWindsorWood	0D
OWW11	NA	NA	NA	1	NA	OWW11	OldWindsorWood	0D
OWW12	NA	NA	NA	1	NA	OWW12	OldWindsorWood	0D
OWW13	NA	NA	NA	1	NA	OWW13	OldWindsorWood	0D
OWW14	NA	NA	NA	1	NA	OWW14	OldWindsorWood	0D
OWW15	NA	NA	NA	1	NA	OWW15	OldWindsorWood	0D
OWW16	NA	NA	NA	1	NA	OWW16	OldWindsorWood	0D
PH01	NA	NA	NA	1	NA	PH01	PullingshillWood	0D
PH02	NA	NA	NA	1	NA	PH02	PullingshillWood	0D
PH03	NA	NA	NA	1	NA	PH03	PullingshillWood	0D
PH04	NA	NA	NA	1	NA	PH04	PullingshillWood	0D
PH05	NA	NA	NA	1	NA	PH05	PullingshillWood	0D
PH06	NA	NA	NA	1	NA	PH06	PullingshillWood	0D
PH07	NA	NA	NA	1	NA	PH07	PullingshillWood	0D
PH08	NA	NA	NA	1	NA	PH08	PullingshillWood	0D
PH09	NA	NA	NA	1	NA	PH09	PullingshillWood	0D
PH10	NA	NA	NA	1	NA	PH10	PullingshillWood	0D
PH11	NA	NA	NA	1	NA	PH11	PullingshillWood	0D
PH12	NA	NA	NA	1	NA	PH12	PullingshillWood	0D
PH13	NA	NA	NA	1	NA	PH13	PullingshillWood	0D
PH14	NA	NA	NA	1	NA	PH14	PullingshillWood	0D
PH15	NA	NA	NA	1	NA	PH15	PullingshillWood	0D
PH16	NA	NA	NA	1	NA	PH16	PullingshillWood	0D
PH17	NA	NA	NA	1	NA	PH17	PullingshillWood	0D
PH18	NA	NA	NA	1	NA	PH18	PullingshillWood	0D
PH19	NA	NA	NA	1	NA	PH19	PullingshillWood	0D
PH20	NA	NA	NA	1	NA	PH20	PullingshillWood	0D
PH21	NA	NA	NA	1	NA	PH21	PullingshillWood	0D
PH22	NA	NA	NA	1	NA	PH22	PullingshillWood	0D
PH24	NA	NA	NA	1	NA	PH24	PullingshillWood	0D
RDM01	NA	NA	NA	1	NA	RDM01	SilwoodPark	0D
SAC02	NA	NA	NA	1	NA	SAC02	StAlbansCity	0D
SAC03	NA	NA	NA	1	NA	SAC03	StAlbansCity	0D
SAC04	NA	NA	NA	1	NA	SAC04	StAlbansCity	0D
SAC05	NA	NA	NA	1	NA	SAC05	StAlbansCity	0D
SAC06	NA	NA	NA	1	NA	SAC06	StAlbansCity	0D
SAC07	NA	NA	NA	1	NA	SAC07	StAlbansCity	0D
SAC08	NA	NA	NA	1	NA	SAC08	StAlbansCity	0D
SAC09	NA	NA	NA	1	NA	SAC09	StAlbansCity	0D
SAC10	NA	NA	NA	1	NA	SAC10	StAlbansCity	0D
SAC11	NA	NA	NA	1	NA	SAC11	StAlbansCity	0D
SAC12	NA	NA	NA	1	NA	SAC12	StAlbansCity	0D
SAC13	NA	NA	NA	1	NA	SAC13	StAlbansCity	0D
SAC14	NA	NA	NA	1	NA	SAC14	StAlbansCity	0D
SAC15	NA	NA	NA	1	NA	SAC15	StAlbansCity	0D
SAC16	NA	NA	NA	1	NA	SAC16	StAlbansCity	0D
SNG01	NA	NA	NA	1	NA	SNG01	Sunningdale	0D
SNG02	NA	NA	NA	1	NA	SNG02	Sunningdale	0D
SP01	NA	NA	NA	1	NA	SP01	SilwoodPark	0D
SP02	NA	NA	NA	1	NA	SP02	SilwoodPark	0D
SP03	NA	NA	NA	1	NA	SP03	SilwoodPark	0D
SP04	NA	NA	NA	1	NA	SP04	SilwoodPark	0D
SP05	NA	NA	NA	1	NA	SP05	SilwoodPark	0D
SP06	NA	NA	NA	1	NA	SP06	SilwoodPark	0D
SP07	NA	NA	NA	1	NA	SP07	SilwoodPark	0D
SP08	NA	NA	NA	1	NA	SP08	SilwoodPark	0D
SP09	NA	NA	NA	1	NA	SP09	SilwoodPark	0D
SP10	NA	NA	NA	1	NA	SP10	SilwoodPark	0D
SP11	NA	NA	NA	1	NA	SP11	SilwoodPark	0D
SP12	NA	NA	NA	1	NA	SP12	SilwoodPark	0D
SP13	NA	NA	NA	1	NA	SP13	SilwoodPark	0D
SP14	NA	NA	NA	1	NA	SP14	SilwoodPark	0D
SP15	NA	NA	NA	1	NA	SP15	SilwoodPark	0D
SP16	NA	NA	NA	1	NA	SP16	SilwoodPark	0D
SP17	NA	NA	NA	1	NA	SP17	SilwoodPark	0D
WEL01	NA	NA	NA	1	NA	WEL01	CombeHill	0D
WEL02	NA	NA	NA	1	NA	WEL02	CombeHill	0D
WEL03	NA	NA	NA	1	NA	WEL03	CombeHill	0D
WEL04	NA	NA	NA	1	NA	WEL04	CombeHill	0D
WEL05	NA	NA	NA	1	NA	WEL05	CombeHill	0D
WEL06	NA	NA	NA	1	NA	WEL06	CombeHill	0D
WEL07	NA	NA	NA	1	NA	WEL07	CombeHill	0D
WEL08	NA	NA	NA	1	NA	WEL08	CombeHill	0D
WEL09	NA	NA	NA	1	NA	WEL09	CombeHill	0D
WEL10	NA	NA	NA	1	NA	WEL10	CombeHill	0D
WEL11	NA	NA	NA	1	NA	WEL11	CombeHill	0D
WEL12	NA	NA	NA	1	NA	WEL12	CombeHill	0D
WEL13	NA	NA	NA	1	NA	WEL13	CombeHill	0D
WEL14	NA	NA	NA	1	NA	WEL14	CombeHill	0D
WEL15	NA	NA	NA	1	NA	WEL15	CombeHill	0D
WEL16	NA	NA	NA	1	NA	WEL16	CombeHill	0D
WEL17	NA	NA	NA	1	NA	WEL17	CombeHill	0D
WEL18	NA	NA	NA	1	NA	WEL18	CombeHill	0D
WEL19	NA	NA	NA	1	NA	WEL19	CombeHill	0D
WEL20	NA	NA	NA	1	NA	WEL20	CombeHill	0D
WEL22	NA	NA	NA	1	NA	WEL22	CombeHill	0D
WEL23	NA	NA	NA	1	NA	WEL23	CombeHill	0D
WEL24	NA	NA	NA	1	NA	WEL24	CombeHill	0D
WEL25	NA	NA	NA	1	NA	WEL25	CombeHill	0D
WEL26	NA	NA	NA	1	NA	WEL26	CombeHill	0D
WF01	NA	NA	NA	1	NA	WF01	WindsorForest	0D
WF02	NA	NA	NA	1	NA	WF02	WindsorForest	0D
WF04	NA	NA	NA	1	NA	WF04	WindsorForest	0D
WF05	NA	NA	NA	1	NA	WF05	WindsorForest	0D
WF06	NA	NA	NA	1	NA	WF06	WindsorForest	0D
WF07	NA	NA	NA	1	NA	WF07	WindsorForest	0D
WGP01	NA	NA	NA	1	NA	WGP01	WindsorGreatPark	0D
WGP02	NA	NA	NA	1	NA	WGP02	WindsorGreatPark	0D
WGP03	NA	NA	NA	1	NA	WGP03	WindsorGreatPark	0D
WGP04	NA	NA	NA	1	NA	WGP04	WindsorGreatPark	0D
WGP05	NA	NA	NA	1	NA	WGP05	WindsorGreatPark	0D
WGP06	NA	NA	NA	1	NA	WGP06	WindsorGreatPark	0D
WGP07	NA	NA	NA	1	NA	WGP07	WindsorGreatPark	0D
WGP08	NA	NA	NA	1	NA	WGP08	WindsorGreatPark	0D
WGP09	NA	NA	NA	1	NA	WGP09	WindsorGreatPark	0D
WGP10	NA	NA	NA	1	NA	WGP10	WindsorGreatPark	0D
WGP11	NA	NA	NA	1	NA	WGP11	WindsorGreatPark	0D
WGP12	NA	NA	NA	1	NA	WGP12	WindsorGreatPark	0D
WGP13	NA	NA	NA	1	NA	WGP13	WindsorGreatPark	0D
WGP14	NA	NA	NA	1	NA	WGP14	WindsorGreatPark	0D
WGP15	NA	NA	NA	1	NA	WGP15	WindsorGreatPark	0D
WGP16	NA	NA	NA	1	NA	WGP16	WindsorGreatPark	0D
WGP17	NA	NA	NA	1	NA	WGP17	WindsorGreatPark	0D
WGP18	NA	NA	NA	1	NA	WGP18	WindsorGreatPark	0D
WGP19	NA	NA	NA	1	NA	WGP19	WindsorGreatPark	0D
WGP20	NA	NA	NA	1	NA	WGP20	WindsorGreatPark	0D
WiW01	NA	NA	NA	1	NA	WiW01	GreenbroomCovert	0D
WiW02	NA	NA	NA	1	NA	WiW02	GreenbroomCovert	0D
WiW03	NA	NA	NA	1	NA	WiW03	GreenbroomCovert	0D
WiW04	NA	NA	NA	1	NA	WiW04	GreenbroomCovert	0D
WiW05	NA	NA	NA	1	NA	WiW05	GreenbroomCovert	0D
WiW06	NA	NA	NA	1	NA	WiW06	GreenbroomCovert	0D
WiW07	NA	NA	NA	1	NA	WiW07	GreenbroomCovert	0D
WiW08	NA	NA	NA	1	NA	WiW08	GreenbroomCovert	0D
WiW09	NA	NA	NA	1	NA	WiW09	GreenbroomCovert	0D
WiW10	NA	NA	NA	1	NA	WiW10	GreenbroomCovert	0D
WiW11	NA	NA	NA	1	NA	WiW11	GreenbroomCovert	0D
WiW12	NA	NA	NA	1	NA	WiW12	GreenbroomCovert	0D
WiW13	NA	NA	NA	1	NA	WiW13	GreenbroomCovert	0D
WiW14	NA	NA	NA	1	NA	WiW14	GreenbroomCovert	0D
WiW15	NA	NA	NA	1	NA	WiW15	GreenbroomCovert	0D
WiW16	NA	NA	NA	1	NA	WiW16	GreenbroomCovert	0D
WiW17	NA	NA	NA	1	NA	WiW17	GreenbroomCovert	0D
WiW18	NA	NA	NA	1	NA	WiW18	GreenbroomCovert	0D
WiW19	NA	NA	NA	1	NA	WiW19	GreenbroomCovert	0D
WiW20	NA	NA	NA	1	NA	WiW20	GreenbroomCovert	0D
WiW21	NA	NA	NA	1	NA	WiW21	GreenbroomCovert	0D
WiW22	NA	NA	NA	1	NA	WiW22	GreenbroomCovert	0D
WiW23	NA	NA	NA	1	NA	WiW23	GreenbroomCovert	0D
WiW24	NA	NA	NA	1	NA	WiW24	GreenbroomCovert	0D
WiW25	NA	NA	NA	1	NA	WiW25	GreenbroomCovert	0D
WiW26	NA	NA	NA	1	NA	WiW26	GreenbroomCovert	0D
WiW27	NA	NA	NA	1	NA	WiW27	GreenbroomCovert	0D
WiW28	NA	NA	NA	1	NA	WiW28	GreenbroomCovert	0D
WiW29	NA	NA	NA	1	NA	WiW29	GreenbroomCovert	0D
WiW30	NA	NA	NA	1	NA	WiW30	GreenbroomCovert	0D
WiW31	NA	NA	NA	1	NA	WiW31	GreenbroomCovert	0D
WiW32	NA	NA	NA	1	NA	WiW32	GreenbroomCovert	0D
WiW33	NA	NA	NA	1	NA	WiW33	GreenbroomCovert	0D
WiW34	NA	NA	NA	1	NA	WiW34	GreenbroomCovert	0D
WiW35	NA	NA	NA	1	NA	WiW35	GreenbroomCovert	0D
WiW36	NA	NA	NA	1	NA	WiW36	GreenbroomCovert	0D
WiW37	NA	NA	NA	1	NA	WiW37	GreenbroomCovert	0D
WiW38	NA	NA	NA	1	NA	WiW38	GreenbroomCovert	0D
WiW39	NA	NA	NA	1	NA	WiW39	GreenbroomCovert	0D
WiW40	NA	NA	NA	1	NA	WiW40	GreenbroomCovert	0D
WiW41	NA	NA	NA	1	NA	WiW41	GreenbroomCovert	0D
WiW42	NA	NA	NA	1	NA	WiW42	GreenbroomCovert	0D
WiW43	NA	NA	NA	1	NA	WiW43	GreenbroomCovert	0D
WiW44	NA	NA	NA	1	NA	WiW44	GreenbroomCovert	0D
WiW45	NA	NA	NA	1	NA	WiW45	GreenbroomCovert	0D
WiW46	NA	NA	NA	1	NA	WiW46	GreenbroomCovert	0D
WiW47	NA	NA	NA	1	NA	WiW47	GreenbroomCovert	0D
WiW48	NA	NA	NA	1	NA	WiW48	GreenbroomCovert	0D
WiW49	NA	NA	NA	1	NA	WiW49	GreenbroomCovert	0D
WiW50	NA	NA	NA	1	NA	WiW50	GreenbroomCovert	0D
WiW51	NA	NA	NA	1	NA	WiW51	GreenbroomCovert	0D
WiW52	NA	NA	NA	1	NA	WiW52	GreenbroomCovert	0D
WiW53	NA	NA	NA	1	NA	WiW53	GreenbroomCovert	0D
WiW54	NA	NA	NA	1	NA	WiW54	GreenbroomCovert	0D
WiW55	NA	NA	NA	1	NA	WiW55	GreenbroomCovert	0D
WiW56	NA	NA	NA	1	NA	WiW56	GreenbroomCovert	0D
WiW57	NA	NA	NA	1	NA	WiW57	WindsorGreatPark	0D
WP01	NA	NA	NA	1	NA	WP01	WaterersPark	0D
WP02	NA	NA	NA	1	NA	WP02	WaterersPark	0D
WP03	NA	NA	NA	1	NA	WP03	WaterersPark	0D
WP04	NA	NA	NA	1	NA	WP04	WaterersPark	0D
WP05	NA	NA	NA	1	NA	WP05	WaterersPark	0D
WP06	NA	NA	NA	1	NA	WP06	WaterersPark	0D
WP07	NA	NA	NA	1	NA	WP07	WaterersPark	0D
WP08	NA	NA	NA	1	NA	WP08	WaterersPark	0D
WP09	NA	NA	NA	1	NA	WP09	WaterersPark	0D
WP10	NA	NA	NA	1	NA	WP10	WaterersPark	0D
WP11	NA	NA	NA	1	NA	WP11	WaterersPark	0D
WP12	NA	NA	NA	1	NA	WP12	WaterersPark	0D
WP13	NA	NA	NA	1	NA	WP13	WaterersPark	0D
WP14	NA	NA	NA	1	NA	WP14	WaterersPark	0D
WP15	NA	NA	NA	1	NA	WP15	WaterersPark	0D
WP16	NA	NA	NA	1	NA	WP16	WaterersPark	0D
WYC01	NA	NA	NA	1	NA	WYC01	WythamWoods	0D
WYC02	NA	NA	NA	1	NA	WYC02	WythamWoods	0D
WYC03	NA	NA	NA	1	NA	WYC03	WythamWoods	0D
WYC04	NA	NA	NA	1	NA	WYC04	WythamWoods	0D
WYC05	NA	NA	NA	1	NA	WYC05	WythamWoods	0D
WYC06	NA	NA	NA	1	NA	WYC06	WythamWoods	0D
WYC07	NA	NA	NA	1	NA	WYC07	WythamWoods	0D
WYC08	NA	NA	NA	1	NA	WYC08	WythamWoods	0D
WYC09	NA	NA	NA	1	NA	WYC09	WythamWoods	0D
WYC10	NA	NA	NA	1	NA	WYC10	WythamWoods	0D
WYC11	NA	NA	NA	1	NA	WYC11	WythamWoods	0D
WYC12	NA	NA	NA	1	NA	WYC12	WythamWoods	0D
WYC13	NA	NA	NA	1	NA	WYC13	WythamWoods	0D
WYC14	NA	NA	NA	1	NA	WYC14	WythamWoods	0D
WYC15	NA	NA	NA	1	NA	WYC15	WythamWoods	0D
WYC16	NA	NA	NA	1	NA	WYC16	WythamWoods	0D
WYC17	NA	NA	NA	1	NA	WYC17	WythamWoods	0D
WYC18	NA	NA	NA	1	NA	WYC18	WythamWoods	0D
WYC19	NA	NA	NA	1	NA	WYC19	WythamWoods	0D
WYC20	NA	NA	NA	1	NA	WYC20	WythamWoods	0D
WYC21	NA	NA	NA	1	NA	WYC21	WythamWoods	0D
WYC22	NA	NA	NA	1	NA	WYC22	WythamWoods	0D
WYC23	NA	NA	NA	1	NA	WYC23	WythamWoods	0D
WYC24	NA	NA	NA	1	NA	WYC24	WythamWoods	0D
WYC25	NA	NA	NA	1	NA	WYC25	WythamWoods	0D
WYC27	NA	NA	NA	1	NA	WYC27	WythamWoods	0D
WYC28	NA	NA	NA	1	NA	WYC28	WythamWoods	0D
WYC29	NA	NA	NA	1	NA	WYC29	WythamWoods	0D
WYC30	NA	NA	NA	1	NA	WYC30	WythamWoods	0D
WYC31	NA	NA	NA	1	NA	WYC31	WythamWoods	0D
WYC32	NA	NA	NA	1	NA	WYC32	WythamWoods	0D
WYC33	NA	NA	NA	1	NA	WYC33	WythamWoods	0D
WYC34	NA	NA	NA	1	NA	WYC34	WythamWoods	0D
WYC35	NA	NA	NA	1	NA	WYC35	WythamWoods	0D
WYC36	NA	NA	NA	1	NA	WYC36	WythamWoods	0D
WYC37	NA	NA	NA	1	NA	WYC37	WythamWoods	0D
WYC38	NA	NA	NA	1	NA	WYC38	WythamWoods	0D
WYC39	NA	NA	NA	1	NA	WYC39	WythamWoods	0D
WYC40	NA	NA	NA	1	NA	WYC40	WythamWoods	0D
WYC41	NA	NA	NA	1	NA	WYC41	WythamWoods	0D
WYC42	NA	NA	NA	1	NA	WYC42	WythamWoods	0D
WYC43	NA	NA	NA	1	NA	WYC43	WythamWoods	0D
WYD01	NA	NA	NA	1	NA	WYD01	WythamWoods	0D
WYD02	NA	NA	NA	1	NA	WYD02	WythamWoods	0D
WYD03	NA	NA	NA	1	NA	WYD03	WythamWoods	0D
WYD04	NA	NA	NA	1	NA	WYD04	WythamWoods	0D
WYD05	NA	NA	NA	1	NA	WYD05	WythamWoods	0D
WYD06	NA	NA	NA	1	NA	WYD06	WythamWoods	0D
WYD07	NA	NA	NA	1	NA	WYD07	WythamWoods	0D
WYD08	NA	NA	NA	1	NA	WYD08	WythamWoods	0D
WYD09	NA	NA	NA	1	NA	WYD09	WythamWoods	0D
WYD10	NA	NA	NA	1	NA	WYD10	WythamWoods	0D
WYD11	NA	NA	NA	1	NA	WYD11	WythamWoods	0D
WYD12	NA	NA	NA	1	NA	WYD12	WythamWoods	0D
WYM01	NA	NA	NA	1	NA	WYM01	WythamWoods	0D
WYM02	NA	NA	NA	1	NA	WYM02	WythamWoods	0D
WYM03	NA	NA	NA	1	NA	WYM03	WythamWoods	0D
WYM04	NA	NA	NA	1	NA	WYM04	WythamWoods	0D
WYM05	NA	NA	NA	1	NA	WYM05	WythamWoods	0D
WYM06	NA	NA	NA	1	NA	WYM06	WythamWoods	0D
WYM07	NA	NA	NA	1	NA	WYM07	WythamWoods	0D
WYM08	NA	NA	NA	1	NA	WYM08	WythamWoods	0D
WYM09	NA	NA	NA	1	NA	WYM09	WythamWoods	0D
WYM10	NA	NA	NA	1	NA	WYM10	WythamWoods	0D
WYM11	NA	NA	NA	1	NA	WYM11	WythamWoods	0D
WYM12	NA	NA	NA	1	NA	WYM12	WythamWoods	0D
WYM13	NA	NA	NA	1	NA	WYM13	WythamWoods	0D
WYM14	NA	NA	NA	1	NA	WYM14	WythamWoods	0D
WYM15	NA	NA	NA	1	NA	WYM15	WythamWoods	0D
WYM16	NA	NA	NA	1	NA	WYM16	WythamWoods	0D
WYM17	NA	NA	NA	1	NA	WYM17	WythamWoods	0D
WYM18	NA	NA	NA	1	NA	WYM18	WythamWoods	0D
WYM19	NA	NA	NA	1	NA	WYM19	WythamWoods	0D
WYM20	NA	NA	NA	1	NA	WYM20	WythamWoods	0D
WYM21	NA	NA	NA	1	NA	WYM21	WythamWoods	0D
WYM22	NA	NA	NA	1	NA	WYM22	WythamWoods	0D
WYM23	NA	NA	NA	1	NA	WYM23	WythamWoods	0D
WYM24	NA	NA	NA	1	NA	WYM24	WythamWoods	0D
WYM25	NA	NA	NA	1	NA	WYM25	WythamWoods	0D
WYM26	NA	NA	NA	1	NA	WYM26	WythamWoods	0D
WYM27	NA	NA	NA	1	NA	WYM27	WythamWoods	0D
WYM28	NA	NA	NA	1	NA	WYM28	WythamWoods	0D
WYM29	NA	NA	NA	1	NA	WYM29	WythamWoods	0D
WYM30	NA	NA	NA	1	NA	WYM30	WythamWoods	0D
WYM31	NA	NA	NA	1	NA	WYM31	WythamWoods	0D
WYM32	NA	NA	NA	1	NA	WYM32	WythamWoods	0D
WYM33	NA	NA	NA	1	NA	WYM33	WythamWoods	0D
WYM34	NA	NA	NA	1	NA	WYM34	WythamWoods	0D
WYM35	NA	NA	NA	1	NA	WYM35	WythamWoods	0D
WYM36	NA	NA	NA	1	NA	WYM36	WythamWoods	0D
WYM37	NA	NA	NA	1	NA	WYM37	WythamWoods	0D
WYM38	NA	NA	NA	1	NA	WYM38	WythamWoods	0D
WYM39	NA	NA	NA	1	NA	WYM39	WythamWoods	0D
WYM40	NA	NA	NA	1	NA	WYM40	WythamWoods	0D
WYM41	NA	NA	NA	1	NA	WYM41	WythamWoods	0D
WYM42	NA	NA	NA	1	NA	WYM42	WythamWoods	0D
WYM43	NA	NA	NA	1	NA	WYM43	WythamWoods	0D
WYM44	NA	NA	NA	1	NA	WYM44	WythamWoods	0D
WYT01	NA	NA	NA	1	NA	WYT01	WythamWoods	0D
WYT02	NA	NA	NA	1	NA	WYT02	WythamWoods	0D
WYT03	NA	NA	NA	1	NA	WYT03	WythamWoods	0D
WYT04	NA	NA	NA	1	NA	WYT04	WythamWoods	0D
WYT05	NA	NA	NA	1	NA	WYT05	WythamWoods	0D
WYT06	NA	NA	NA	1	NA	WYT06	WythamWoods	0D
WYT07	NA	NA	NA	1	NA	WYT07	WythamWoods	0D
WYT08	NA	NA	NA	1	NA	WYT08	WythamWoods	0D
WYT09	NA	NA	NA	1	NA	WYT09	WythamWoods	0D
WYT10	NA	NA	NA	1	NA	WYT10	WythamWoods	0D
WYT100	NA	NA	NA	1	NA	WYT100	WythamWoods	0D
WYT101	NA	NA	NA	1	NA	WYT101	WythamWoods	0D
WYT102	NA	NA	NA	1	NA	WYT102	WythamWoods	0D
WYT103	NA	NA	NA	1	NA	WYT103	WythamWoods	0D
WYT104	NA	NA	NA	1	NA	WYT104	WythamWoods	0D
WYT105	NA	NA	NA	1	NA	WYT105	WythamWoods	0D
WYT106	NA	NA	NA	1	NA	WYT106	WythamWoods	0D
WYT107	NA	NA	NA	1	NA	WYT107	WythamWoods	0D
WYT108	NA	NA	NA	1	NA	WYT108	WythamWoods	0D
WYT109	NA	NA	NA	1	NA	WYT109	WythamWoods	0D
WYT11	NA	NA	NA	1	NA	WYT11	WythamWoods	0D
WYT110	NA	NA	NA	1	NA	WYT110	WythamWoods	0D
WYT111	NA	NA	NA	1	NA	WYT111	WythamWoods	0D
WYT112	NA	NA	NA	1	NA	WYT112	WythamWoods	0D
WYT113	NA	NA	NA	1	NA	WYT113	WythamWoods	0D
WYT114	NA	NA	NA	1	NA	WYT114	WythamWoods	0D
WYT115	NA	NA	NA	1	NA	WYT115	WythamWoods	0D
WYT116	NA	NA	NA	1	NA	WYT116	WythamWoods	0D
WYT12	NA	NA	NA	1	NA	WYT12	WythamWoods	0D
WYT13	NA	NA	NA	1	NA	WYT13	WythamWoods	0D
WYT14	NA	NA	NA	1	NA	WYT14	WythamWoods	0D
WYT15	NA	NA	NA	1	NA	WYT15	WythamWoods	0D
WYT16	NA	NA	NA	1	NA	WYT16	WythamWoods	0D
WYT17	NA	NA	NA	1	NA	WYT17	WythamWoods	0D
WYT18	NA	NA	NA	1	NA	WYT18	WythamWoods	0D
WYT19	NA	NA	NA	1	NA	WYT19	WythamWoods	0D
WYT20	NA	NA	NA	1	NA	WYT20	WythamWoods	0D
WYT21	NA	NA	NA	1	NA	WYT21	WythamWoods	0D
WYT22	NA	NA	NA	1	NA	WYT22	WythamWoods	0D
WYT23	NA	NA	NA	1	NA	WYT23	WythamWoods	0D
WYT24	NA	NA	NA	1	NA	WYT24	WythamWoods	0D
WYT25	NA	NA	NA	1	NA	WYT25	WythamWoods	0D
WYT26	NA	NA	NA	1	NA	WYT26	WythamWoods	0D
WYT27	NA	NA	NA	1	NA	WYT27	WythamWoods	0D
WYT28	NA	NA	NA	1	NA	WYT28	WythamWoods	0D
WYT29	NA	NA	NA	1	NA	WYT29	WythamWoods	0D
WYT30	NA	NA	NA	1	NA	WYT30	WythamWoods	0D
WYT31	NA	NA	NA	1	NA	WYT31	WythamWoods	0D
WYT32	NA	NA	NA	1	NA	WYT32	WythamWoods	0D
WYT33	NA	NA	NA	1	NA	WYT33	WythamWoods	0D
WYT34	NA	NA	NA	1	NA	WYT34	WythamWoods	0D
